0.0,0.0,0.01,0.02,-9.85,1.46,-81.57,0.09,89.27,-6.19348,106.84858
0.0,0.0,0.02,0.03,-9.8,1.47,-81.47,0.2,88.38,-6.19348,106.84858
0.0,0.0,0.04,0.06,-9.89,1.48,-81.49,0.35,87.7,-6.19348,106.84858
0.0,0.0,0.01,0.02,-9.81,1.5,-81.3,0.1,88.7,-6.19348,106.84858
0.0,0.0,0.03,0.1,-9.8,1.46,-81.52,0.59,85.33,-6.19348,106.84858
0.0,0.0,0.04,0.1,-9.8,1.52,-81.17,0.57,85.78,-6.19348,106.84858
0.0,0.0,0.04,0.1,-9.88,1.52,-81.25,0.55,86.04,-6.19348,106.84858
0.0,0.0,0.05,0.09,-9.8,1.51,-81.25,0.51,85.93,-6.19348,106.84858
0.0,0.0,0.02,0.1,-9.88,1.46,-81.61,0.59,85.75,-6.19348,106.84858
0.0,0.0,0.01,0.05,-9.89,1.48,-81.47,0.27,87.74,-6.19348,106.84858
0.0,0.0,0.05,0.01,-9.83,1.45,-81.61,0.06,89.15,-6.19348,106.84858
0.0,0.0,0.01,0.07,-9.89,1.51,-81.34,0.41,87.14,-6.19348,106.84858
0.0,0.0,0.03,0.02,-9.89,1.5,-81.37,0.11,88.75,-6.19348,106.84858
0.0,0.0,0.02,0.03,-9.88,1.51,-81.31,0.2,88.55,-6.19348,106.84858
0.0,0.0,0.03,0.11,-9.84,1.48,-81.45,0.6,85.91,-6.19348,106.84858
0.0,0.0,0.05,0.05,-9.85,1.46,-81.54,0.26,87.55,-6.19348,106.84858
0.0,0.0,0.01,0.02,-9.87,1.51,-81.28,0.14,88.69,-6.19348,106.84858
0.0,0.0,0.03,0.04,-9.8,1.5,-81.29,0.24,87.68,-6.19348,106.84858
0.0,0.0,0.02,0.05,-9.83,1.49,-81.41,0.26,88.3,-6.19348,106.84858
0.0,0.0,0.03,0.07,-9.81,1.5,-81.29,0.4,86.7,-6.19348,106.84858
0.0,0.0,0.02,0.08,-9.86,1.51,-81.27,0.44,87.01,-6.19348,106.84858
0.0,0.0,0.02,0.06,-9.89,1.48,-81.5,0.37,86.66,-6.19348,106.84858
0.0,0.0,0.04,0.05,-9.87,1.43,-81.77,0.31,87.66,-6.19348,106.84858
0.0,0.0,0.05,0.02,-9.81,1.5,-81.31,0.09,88.59,-6.19348,106.84858
0.0,0.0,0.02,0.04,-9.82,1.47,-81.49,0.24,87.76,-6.19348,106.84858
0.0,0.0,0.03,0.04,-9.83,1.52,-81.21,0.21,87.78,-6.19348,106.84858
0.0,0.0,0.0,0.08,-9.84,1.44,-81.68,0.47,86.02,-6.19348,106.84858
0.0,0.0,0.02,0.03,-9.8,1.48,-81.41,0.17,88.84,-6.19348,106.84858
0.0,0.0,0.05,0.01,-9.84,1.45,-81.62,0.07,89.0,-6.19348,106.84858
0.0,0.0,0.02,0.05,-9.82,1.43,-81.73,0.32,87.38,-6.19348,106.84858
0.0,0.0,0.03,0.02,-9.8,1.43,-81.7,0.1,88.93,-6.19348,106.84858
0.0,0.0,0.01,0.07,-9.85,1.47,-81.52,0.39,86.72,-6.19348,106.84858
0.0,0.0,0.06,0.09,-9.81,1.5,-81.32,0.52,86.53,-6.19348,106.84858
0.0,0.0,0.05,0.09,-9.85,1.45,-81.64,0.53,85.51,-6.19348,106.84858
0.0,0.0,0.05,0.07,-9.89,1.49,-81.43,0.4,86.56,-6.19348,106.84858
0.0,0.0,0.01,0.1,-9.88,1.48,-81.49,0.59,85.87,-6.19348,106.84858
0.0,0.0,0.04,0.08,-9.86,1.46,-81.6,0.45,86.89,-6.19348,106.84858
0.0,0.0,0.05,0.08,-9.83,1.5,-81.32,0.44,86.88,-6.19348,106.84858
0.0,0.0,0.03,0.08,-9.85,1.47,-81.49,0.48,86.72,-6.19348,106.84858
0.0,0.0,0.01,0.02,-9.83,1.49,-81.39,0.14,88.84,-6.19348,106.84858
0.0,0.0,0.01,0.11,-9.8,1.52,-81.18,0.62,85.9,-6.19348,106.84858
0.0,0.0,0.01,0.05,-9.81,1.5,-81.33,0.29,88.09,-6.19348,106.84858
0.0,0.0,0.02,0.1,-9.84,1.48,-81.45,0.57,85.66,-6.19348,106.84858
0.0,0.0,0.04,0.01,-9.85,1.52,-81.23,0.06,89.61,-6.19348,106.84858
0.0,0.0,0.06,0.01,-9.82,1.48,-81.43,0.06,89.44,-6.19348,106.84858
0.0,0.0,0.02,0.01,-9.89,1.43,-81.78,0.06,89.38,-6.19348,106.84858
0.0,0.0,0.0,0.07,-9.81,1.49,-81.34,0.41,87.22,-6.19348,106.84858
0.0,0.0,0.03,0.03,-9.81,1.47,-81.48,0.18,88.79,-6.19348,106.84858
0.0,0.0,0.03,0.09,-9.8,1.43,-81.71,0.5,86.24,-6.19348,106.84858
0.0,0.0,0.03,0.05,-9.82,1.46,-81.53,0.28,87.89,-6.19348,106.84858
0.0,0.0,0.01,0.08,-9.86,1.47,-81.54,0.45,86.6,-6.19348,106.84858
0.0,0.0,0.04,0.03,-9.8,1.5,-81.31,0.2,87.75,-6.19348,106.84858
0.0,0.0,0.04,0.01,-9.83,1.49,-81.37,0.08,89.32,-6.19348,106.84858
0.0,0.0,0.02,0.03,-9.87,1.48,-81.47,0.16,88.23,-6.19348,106.84858
0.0,0.0,0.05,0.06,-9.81,1.45,-81.57,0.33,87.78,-6.19348,106.84858
0.0,0.0,0.04,0.04,-9.87,1.44,-81.72,0.23,87.78,-6.19348,106.84858
0.0,0.0,0.01,0.06,-9.88,1.51,-81.3,0.32,87.33,-6.19348,106.84858
0.0,0.0,0.01,0.1,-9.87,1.44,-81.7,0.55,85.73,-6.19348,106.84858
0.0,0.0,0.04,0.02,-9.79,1.51,-81.26,0.13,88.76,-6.19348,106.84858
0.0,0.0,0.06,0.08,-9.87,1.49,-81.43,0.45,86.89,-6.19348,106.84858
0.0,0.0,0.01,0.06,-9.81,1.49,-81.39,0.37,86.89,-6.19348,106.84858
0.0,0.0,0.03,0.02,-9.81,1.49,-81.39,0.09,88.6,-6.19348,106.84858
0.0,0.0,0.02,0.09,-9.87,1.45,-81.67,0.51,86.58,-6.19348,106.84858
0.0,0.0,0.05,0.05,-9.86,1.51,-81.29,0.32,87.41,-6.19348,106.84858
0.0,0.0,0.02,0.03,-9.84,1.46,-81.57,0.19,88.04,-6.19348,106.84858
0.0,0.0,0.02,0.09,-9.85,1.44,-81.71,0.51,86.06,-6.19348,106.84858
0.0,0.0,0.01,0.04,-9.88,1.48,-81.46,0.25,88.03,-6.19348,106.84858
0.0,0.0,0.03,0.05,-9.8,1.46,-81.56,0.28,87.58,-6.19348,106.84858
0.0,0.0,0.04,0.07,-9.89,1.46,-81.59,0.38,86.75,-6.19348,106.84858
